,imLoc,jVel,jPos,eeVel,eePos,cPos
316,/images/episode_1/run_1/step_16.jpg,"0.2430438995361328,0.33012866973876953,-0.24810314178466797,0.002002716064453125,0.15407562255859375,-0.2323436737060547,-0.3712129592895508","0.21454906463623047,-0.46571528911590576,-0.19402217864990234,-2.094395160675049,0.0861961841583252,0.8069872856140137,-0.3062453269958496","0.014686882495880127,1.1183632612228394,0.4437072277069092","0.023423731327056885,-0.10008096694946289,-0.08541345596313477,0.06726905703544617,0.03718528524041176,0.25172361731529236","0.15702089667320251,0.821901798248291,0.02499992586672306"
317,/images/episode_1/run_1/step_17.jpg,"0.23944854736328125,0.33248424530029297,-0.2477550506591797,0.0018787384033203125,0.16238689422607422,-0.22866249084472656,-0.37128448486328125","0.22652149200439453,-0.4490910768508911,-0.20640993118286133,-2.094395160675049,0.0943155288696289,0.7955541610717773,-0.32480955123901367","0.015881307423114777,1.1134506464004517,0.4392266869544983","0.023826509714126587,-0.09857892990112305,-0.08854806423187256,0.07135843485593796,0.03685168921947479,0.2424439787864685","0.15702101588249207,0.821901798248291,0.02499992586672306"
318,/images/episode_1/run_1/step_18.jpg,"0.23594379425048828,0.3346395492553711,-0.2474069595336914,0.001678466796875,0.17129898071289062,-0.22552490234375,-0.37198543548583984","0.23831868171691895,-0.43235909938812256,-0.2187802791595459,-2.094395160675049,0.10288047790527344,0.7842779159545898,-0.34340882301330566","0.017101392149925232,1.1086212396621704,0.43461477756500244","0.024338215589523315,-0.09690523147583008,-0.09129106998443604,0.07485347241163254,0.03598299250006676,0.23388631641864777","0.15702113509178162,0.821901798248291,0.02499992586672306"
319,/images/episode_1/run_1/step_19.jpg,"0.23252010345458984,0.33660411834716797,-0.24695396423339844,0.00152587890625,0.18076419830322266,-0.22298336029052734,-0.37328243255615234","0.24994468688964844,-0.41552889347076416,-0.23112797737121582,-2.094395160675049,0.11191868782043457,0.7731287479400635,-0.3620729446411133","0.018340401351451874,1.103869080543518,0.42987674474716187","0.0247211754322052,-0.09534835815429688,-0.09390056133270264,0.07705935090780258,0.035351041704416275,0.22528773546218872","0.15702125430107117,0.821901798248291,0.02499992586672306"
320,/images/episode_1/run_1/step_20.jpg,"0.2291727066040039,0.33847808837890625,-0.24653911590576172,0.0013256072998046875,0.19089698791503906,-0.22086143493652344,-0.37532806396484375","0.26140332221984863,-0.39860498905181885,-0.2434549331665039,-2.094395160675049,0.12146353721618652,0.7620856761932373,-0.38083934783935547","0.01959840953350067,1.0991936922073364,0.42502686381340027","0.025103390216827393,-0.0937962532043457,-0.096244215965271,0.07889761030673981,0.0347072035074234,0.21698608994483948","0.15702137351036072,0.821901798248291,0.02499992586672306"
321,/images/episode_1/run_1/step_21.jpg,"0.22590160369873047,0.34019947052001953,-0.24597644805908203,0.0011777877807617188,0.2017498016357422,-0.2191305160522461,-0.37817955017089844","0.27269840240478516,-0.38159501552581787,-0.255753755569458,-2.094395160675049,0.13155102729797363,0.751129150390625,-0.3997483253479004","0.020876683294773102,1.0945955514907837,0.4200764000415802","0.02551853656768799,-0.09221553802490234,-0.09835481643676758,0.07971852272748947,0.03379540145397186,0.20916758477687836","0.15702149271965027,0.821901798248291,0.02499992586672306"
322,/images/episode_1/run_1/step_22.jpg,"0.222625732421875,0.3418731689453125,-0.24540424346923828,0.0010347366333007812,0.2133464813232422,-0.2176809310913086,-0.3818035125732422","0.2838296890258789,-0.36450135707855225,-0.2680239677429199,-2.094395160675049,0.14221835136413574,0.7402451038360596,-0.4188385009765625","0.02217363566160202,1.0900686979293823,0.41502705216407776","0.025893300771713257,-0.09077787399291992,-0.10041117668151855,0.08010242879390717,0.03292311728000641,0.2015075832605362","0.15702161192893982,0.821901798248291,0.02499992586672306"
323,/images/episode_1/run_1/step_23.jpg,"0.21931171417236328,0.3435516357421875,-0.2447509765625,0.0008869171142578125,0.2257680892944336,-0.21644115447998047,-0.38634777069091797","0.29479527473449707,-0.34732377529144287,-0.2802615165710449,-2.094395160675049,0.15350675582885742,0.7294230461120605,-0.4381558895111084","0.023486614227294922,1.0856163501739502,0.40989387035369873","0.026222318410873413,-0.08926630020141602,-0.10217428207397461,0.08020854741334915,0.03206838294863701,0.19412554800510406","0.15702173113822937,0.821901798248291,0.02499992586672306"
324,/images/episode_1/run_1/step_24.jpg,"0.21595478057861328,0.34519195556640625,-0.24394512176513672,0.000762939453125,0.23908138275146484,-0.2153635025024414,-0.3918647766113281","0.30559301376342773,-0.33006417751312256,-0.29245877265930176,-2.094395160675049,0.16546082496643066,0.7186548709869385,-0.4577491283416748","0.02481573075056076,1.0812345743179321,0.40467676520347595","0.02654626965522766,-0.08783340454101562,-0.10392308235168457,0.07930515706539154,0.031221505254507065,0.1867884397506714","0.15702185034751892,0.821901798248291,0.02499992586672306"
325,/images/episode_1/run_1/step_25.jpg,"0.2124786376953125,0.34687042236328125,-0.2429962158203125,0.0006389617919921875,0.25336265563964844,-0.21434307098388672,-0.3983879089355469","0.31621694564819336,-0.3127206563949585,-0.3046085834503174,-2.094395160675049,0.17812895774841309,0.7079377174377441,-0.47766852378845215","0.02615971863269806,1.076925277709961,0.39938849210739136","0.026854127645492554,-0.08635520935058594,-0.10541915893554688,0.0783921629190445,0.030094141140580177,0.1800413578748703","0.15702196955680847,0.821901798248291,0.02499992586672306"
326,/images/episode_1/run_1/step_26.jpg,"0.2088308334350586,0.3488636016845703,-0.2417898178100586,0.006504058837890625,0.2686166763305664,-0.2132701873779297,-0.4059934616088867","0.3266584873199463,-0.29527747631073,-0.3166980743408203,-2.0941033363342285,0.1915597915649414,0.6972742080688477,-0.4979681968688965","0.027507364749908447,1.072606086730957,0.3941601514816284","0.026922523975372314,-0.08657693862915039,-0.10420799255371094,0.0723370611667633,0.029060382395982742,0.1729355901479721","0.15702208876609802,0.821901798248291,0.02499992586672306"
327,/images/episode_1/run_1/step_27.jpg,"0.20488262176513672,0.3506040573120117,-0.24037837982177734,0.033206939697265625,0.2850770950317383,-0.2115011215209961,-0.41489124298095703","0.3369026184082031,-0.2777472734451294,-0.3287169933319092,-2.0924429893493652,0.20581364631652832,0.6866991519927979,-0.5187127590179443","0.02880837768316269,1.0679341554641724,0.3896304965019226","0.02602025866508484,-0.09343862533569336,-0.09059309959411621,0.04291873052716255,0.02773578278720379,0.16415271162986755","0.15702220797538757,0.821901798248291,0.02499992586672306"
328,/images/episode_1/run_1/step_28.jpg,"0.20079612731933594,0.3534507751464844,-0.23919105529785156,0.0363922119140625,0.3025674819946289,-0.20539283752441406,-0.42563915252685547","0.3469424247741699,-0.2600747346878052,-0.34067654609680176,-2.090623378753662,0.22094202041625977,0.6764295101165771,-0.5399947166442871","0.030121996998786926,1.0633087158203125,0.38504546880722046","0.02627238631248474,-0.09250879287719727,-0.09170055389404297,0.044007524847984314,0.027378777042031288,0.15958306193351746","0.15702232718467712,0.821901798248291,0.02499992586672306"
329,/images/episode_1/run_1/step_29.jpg,"0.19585132598876953,0.35643577575683594,-0.2371692657470703,0.039386749267578125,0.3209972381591797,-0.19908428192138672,-0.43731212615966797","0.3567349910736084,-0.24225294589996338,-0.3525350093841553,-2.088654041290283,0.23699188232421875,0.6664752960205078,-0.5618603229522705","0.03144891560077667,1.0587208271026611,0.38041138648986816","0.026538372039794922,-0.09175777435302734,-0.0926816463470459,0.04434647038578987,0.027140295132994652,0.15509748458862305","0.15702244639396667,0.821901798248291,0.02499992586672306"
330,/images/episode_1/run_1/step_30.jpg,"0.18988609313964844,0.3594779968261719,-0.23414134979248047,0.042285919189453125,0.3403139114379883,-0.1924753189086914,-0.44982433319091797","0.3662292957305908,-0.22427904605865479,-0.3642420768737793,-2.0865397453308105,0.25400757789611816,0.6568515300750732,-0.5843515396118164","0.03278527408838272,1.054175615310669,0.375737726688385","0.02672716975212097,-0.09090423583984375,-0.09347319602966309,0.04441487044095993,0.027006376534700394,0.1507505625486374","0.15702256560325623,0.821901798248291,0.02499992586672306"
331,/images/episode_1/run_1/step_31.jpg,"0.1826953887939453,0.3625917434692383,-0.22989749908447266,0.0450897216796875,0.3604602813720703,-0.1854991912841797,-0.4631376266479492","0.3753640651702881,-0.20614945888519287,-0.37573695182800293,-2.084285259246826,0.2720305919647217,0.6475765705108643,-0.6075084209442139","0.03413420915603638,1.0496723651885986,0.37102264165878296","0.02697870135307312,-0.09006500244140625,-0.09430170059204102,0.04449345916509628,0.02661425806581974,0.14681701362133026","0.15702268481254578,0.821901798248291,0.02499992586672306"
332,/images/episode_1/run_1/step_32.jpg,"0.1740884780883789,0.36579132080078125,-0.22417545318603516,0.04779815673828125,0.3812265396118164,-0.1781606674194336,-0.47705650329589844","0.38406848907470703,-0.1878598928451538,-0.3869457244873047,-2.081895351409912,0.2910919189453125,0.6386685371398926,-0.6313612461090088","0.03549323230981827,1.0452113151550293,0.3662657141685486","0.027180463075637817,-0.08922100067138672,-0.0951385498046875,0.044465553015470505,0.026302874088287354,0.142939493060112","0.15702280402183533,0.821901798248291,0.02499992586672306"
333,/images/episode_1/run_1/step_33.jpg,"0.16386032104492188,0.3690147399902344,-0.21674156188964844,0.050411224365234375,0.40247440338134766,-0.1704263687133789,-0.4914426803588867","0.3922615051269531,-0.1694091558456421,-0.3977828025817871,-2.0793747901916504,0.3112156391143799,0.6301472187042236,-0.6559333801269531","0.03686581179499626,1.0407905578613281,0.36146292090415955","0.027451589703559875,-0.08841514587402344,-0.09605586528778076,0.044367384165525436,0.02589443512260914,0.13936996459960938","0.15702292323112488,0.821901798248291,0.02499992586672306"
334,/images/episode_1/run_1/step_34.jpg,"0.15185832977294922,0.37224292755126953,-0.20728588104248047,0.052947998046875,0.42385101318359375,-0.16233444213867188,-0.5059480667114258","0.3998544216156006,-0.1507970094680786,-0.40814709663391113,-2.0767273902893066,0.33240818977355957,0.62203049659729,-0.6812307834625244","0.03824898973107338,1.0364142656326294,0.35662031173706055","0.02766355872154236,-0.08752584457397461,-0.09685218334197998,0.0442257896065712,0.025393163785338402,0.136058047413826","0.15702304244041443,0.821901798248291,0.02499992586672306"
335,/images/episode_1/run_1/step_35.jpg,"0.13792037963867188,0.3754234313964844,-0.1956462860107422,0.05538463592529297,0.4449748992919922,-0.15390872955322266,-0.5202722549438477","0.4067504405975342,-0.1320258378982544,-0.41792941093444824,-2.073958158493042,0.3546569347381592,0.6143350601196289,-0.7072443962097168","0.03964214399456978,1.0320807695388794,0.35173487663269043","0.02786308526992798,-0.086669921875,-0.09770870208740234,0.04391828179359436,0.025107115507125854,0.13272958993911743","0.15702316164970398,0.821901798248291,0.02499992586672306"
336,/images/episode_1/run_1/step_36.jpg,"0.12195587158203125,0.3784465789794922,-0.18164634704589844,0.057768821716308594,0.4654884338378906,-0.14519214630126953,-0.5340337753295898","0.41284823417663574,-0.11310350894927979,-0.42701172828674316,-2.0710697174072266,0.3779313564300537,0.6070754528045654,-0.7339460849761963","0.04104628041386604,1.0277912616729736,0.34680771827697754","0.028082728385925293,-0.08579015731811523,-0.09854316711425781,0.04359519109129906,0.02460767701268196,0.12965981662273407","0.15702328085899353,0.821901798248291,0.02499992586672306"
337,/images/episode_1/run_1/step_37.jpg,"0.10405540466308594,0.3812551498413086,-0.16516685485839844,0.060062408447265625,0.4848051071166992,-0.13627052307128906,-0.5467605590820312","0.41805100440979004,-0.09404075145721436,-0.4352700710296631,-2.0680665969848633,0.40217161178588867,0.600261926651001,-0.7612841129302979","0.042463429272174835,1.0235430002212524,0.3418334424495697","0.028342977166175842,-0.08496522903442383,-0.09948551654815674,0.043319616466760635,0.023889990523457527,0.126875102519989","0.15702340006828308,0.821901798248291,0.02499992586672306"
338,/images/episode_1/run_1/step_38.jpg,"0.08428096771240234,0.38370609283447266,-0.1462078094482422,0.062274932861328125,0.5023765563964844,-0.12732982635498047,-0.5579519271850586","0.42226505279541016,-0.07485544681549072,-0.4425804615020752,-2.064952850341797,0.4272904396057129,0.593895435333252,-0.7891817092895508","0.043890904635190964,1.019340991973877,0.3368179500102997","0.02854950726032257,-0.08404016494750977,-0.10030984878540039,0.04295850545167923,0.023233219981193542,0.12413033097982407","0.15702351927757263,0.821901798248291,0.02499992586672306"
339,/images/episode_1/run_1/step_39.jpg,"0.06297111511230469,0.3856992721557617,-0.1249074935913086,0.06442070007324219,0.5176115036010742,-0.11852264404296875,-0.5671548843383789","0.4254136085510254,-0.05557048320770264,-0.4488258361816406,-2.0617318153381348,0.4531710147857666,0.5879693031311035,-0.8175394535064697","0.04532768949866295,1.015183687210083,0.3317575454711914","0.028735697269439697,-0.0831460952758789,-0.10120809078216553,0.04248131439089775,0.022682014852762222,0.12145255506038666","0.15702363848686218,0.821901798248291,0.02499992586672306"
340,/images/episode_1/run_1/step_40.jpg,"0.04050254821777344,0.3870964050292969,-0.10159969329833984,0.06648063659667969,0.5300807952880859,-0.11002540588378906,-0.5739355087280273","0.42743873596191406,-0.03621566295623779,-0.4539058208465576,-2.058407783508301,0.4796750545501709,0.5824680328369141,-0.8462362289428711","0.046777043491601944,1.0110723972320557,0.3266531825065613","0.028987079858779907,-0.08222579956054688,-0.10208725929260254,0.04208645969629288,0.02180902101099491,0.11912669241428375","0.15702375769615173,0.821901798248291,0.02499992586672306"
341,/images/episode_1/run_1/step_41.jpg,"0.017409324645996094,0.3878498077392578,-0.07672786712646484,0.06845474243164062,0.5393409729003906,-0.10203361511230469,-0.5779695510864258","0.42830920219421387,-0.016823172569274902,-0.45774221420288086,-2.0549850463867188,0.5066421031951904,0.5773663520812988,-0.8751347064971924","0.048238784074783325,1.0070048570632935,0.32149824500083923","0.029234811663627625,-0.08135080337524414,-0.10309875011444092,0.041635800153017044,0.02104167826473713,0.11676260828971863","0.15702387690544128,0.821901798248291,0.02499992586672306"
342,/images/episode_1/run_1/step_42.jpg,"-0.005717277526855469,0.3878641128540039,-0.05085468292236328,0.07031917572021484,0.5451536178588867,-0.09476184844970703,-0.5791044235229492","0.4280233383178711,0.002570033073425293,-0.460284948348999,-2.051469087600708,0.5338997840881348,0.5726282596588135,-0.9040899276733398","0.04971202462911606,1.0029895305633545,0.3162982761859894","0.029464811086654663,-0.0803065299987793,-0.10399937629699707,0.04123188182711601,0.02011825516819954,0.11459207534790039","0.15702399611473083,0.821901798248291,0.02499992586672306"
343,/images/episode_1/run_1/step_43.jpg,"-0.02826213836669922,0.3869819641113281,-0.024614334106445312,0.07209300994873047,0.5474948883056641,-0.08842945098876953,-0.5773687362670898","0.42661023139953613,0.0219191312789917,-0.4615156650543213,-2.0478644371032715,0.561274528503418,0.568206787109375,-0.9329583644866943","0.05119401216506958,0.9990266561508179,0.3110564649105072","0.029639750719070435,-0.07925748825073242,-0.10483622550964355,0.04061226174235344,0.01912430115044117,0.11248458921909332","0.15702411532402039,0.821901798248291,0.02499992586672306"
344,/images/episode_1/run_1/step_44.jpg,"-0.049643516540527344,0.3854179382324219,0.0013494491577148438,0.07375717163085938,0.5465316772460938,-0.08311748504638672,-0.5729341506958008","0.42412805557250977,0.04119002819061279,-0.46144819259643555,-2.0441765785217285,0.5886011123657227,0.5640509128570557,-0.9616050720214844","0.052687257528305054,0.9951119422912598,0.3057682514190674","0.029864907264709473,-0.07829427719116211,-0.10576426982879639,0.039957210421562195,0.01840389333665371,0.11037171632051468","0.15702423453330994,0.821901798248291,0.02499992586672306"
345,/images/episode_1/run_1/step_45.jpg,"-0.06940841674804688,0.3831911087036133,0.026388168334960938,0.07538795471191406,0.5427074432373047,-0.07891178131103516,-0.5661725997924805","0.4206576347351074,0.06034958362579346,-0.4601287841796875,-2.040407180786133,0.6157364845275879,0.5601053237915039,-0.9899137020111084","0.0541963055729866,0.9912417531013489,0.3004321753978729","0.03018096089363098,-0.07740378379821777,-0.10672152042388916,0.03917265683412552,0.017476804554462433,0.10838904231786728","0.1570243537425995,0.821901798248291,0.02499992586672306"
346,/images/episode_1/run_1/step_46.jpg,"-0.0872659683227539,0.38041114807128906,0.05015373229980469,0.07692337036132812,0.5363273620605469,-0.07581233978271484,-0.5574941635131836","0.4162943363189697,0.07937014102935791,-0.45762109756469727,-2.0365610122680664,0.6425528526306152,0.5563147068023682,-1.0177884101867676","0.055716607719659805,0.9874249696731567,0.29505276679992676","0.03040604293346405,-0.07633566856384277,-0.10758817195892334,0.03849188983440399,0.016467325389385223,0.10651960223913193","0.15702447295188904,0.821901798248291,0.02499992586672306"
347,/images/episode_1/run_1/step_47.jpg,"-0.10297775268554688,0.3771400451660156,0.07227420806884766,0.0783538818359375,0.5280160903930664,-0.07382392883300781,-0.5474615097045898","0.4111454486846924,0.09822714328765869,-0.4540073871612549,-2.0326433181762695,0.6689536571502686,0.5526235103607178,-1.045161485671997","0.05725023150444031,0.9836607575416565,0.28962767124176025","0.030672475695610046,-0.07528424263000488,-0.10850191116333008,0.03766167163848877,0.015588071197271347,0.10466854274272919","0.1570245921611786,0.821901798248291,0.02499992586672306"
348,/images/episode_1/run_1/step_48.jpg,"-0.1165771484375,0.37351131439208984,0.09252071380615234,0.07967472076416016,0.5183076858520508,-0.0728607177734375,-0.5364894866943359","0.4053165912628174,0.11690270900726318,-0.44938135147094727,-2.0286595821380615,0.6948690414428711,0.5489804744720459,-1.0719859600067139","0.05879303440451622,0.9799485802650452,0.28415852785110474","0.03085605800151825,-0.07424354553222656,-0.10938286781311035,0.036628637462854385,0.014755358919501305,0.10270663350820541","0.15702471137046814,0.821901798248291,0.02499992586672306"
349,/images/episode_1/run_1/step_49.jpg,"-0.12812137603759766,0.3696250915527344,0.11092662811279297,0.08089542388916016,0.5077457427978516,-0.07284164428710938,-0.5251550674438477","0.3989105224609375,0.1353839635848999,-0.4438350200653076,-2.0246148109436035,0.7202563285827637,0.5453383922576904,-1.0982437133789062","0.060349561274051666,0.9762881398200989,0.2786424458026886","0.031130537390708923,-0.07320880889892578,-0.11032164096832275,0.03558691218495369,0.0137625802308321,0.10095789283514023","0.1570248305797577,0.821901798248291,0.02499992586672306"
350,/images/episode_1/run_1/step_50.jpg,"-0.1377582550048828,0.3656005859375,0.127410888671875,0.08202552795410156,0.49681663513183594,-0.07364749908447266,-0.5137920379638672","0.39202260971069336,0.1536639928817749,-0.43746447563171387,-2.0205135345458984,0.7450971603393555,0.5416560173034668,-1.1239333152770996","0.06191690266132355,0.9726834297180176,0.27308565378189087","0.03134682774543762,-0.07209420204162598,-0.11113584041595459,0.03433984890580177,0.01286112330853939,0.09915156662464142","0.15702494978904724,0.821901798248291,0.02499992586672306"
351,/images/episode_1/run_1/step_51.jpg,"-0.14568805694580078,0.3615140914916992,0.14212608337402344,0.08304595947265625,0.4858875274658203,-0.07518768310546875,-0.5028057098388672","0.3847382068634033,0.17173969745635986,-0.4303581714630127,-2.0163612365722656,0.7693915367126465,0.5378966331481934,-1.149073600769043","0.06349605321884155,0.9691323637962341,0.26748591661453247","0.03158301115036011,-0.07102131843566895,-0.11199474334716797,0.0329982228577137,0.011843916028738022,0.09733818471431732","0.1570250689983368,0.821901798248291,0.02499992586672306"
352,/images/episode_1/run_1/step_52.jpg,"-0.15215396881103516,0.35743236541748047,0.1552724838256836,0.08396625518798828,0.4752922058105469,-0.0773477554321289,-0.49242496490478516","0.37713050842285156,0.1896113157272339,-0.4225945472717285,-2.012162923812866,0.7931561470031738,0.5340292453765869,-1.1736948490142822","0.06508641690015793,0.965636670589447,0.2618452310562134","0.031807273626327515,-0.06991386413574219,-0.11281371116638184,0.03154575079679489,0.010763760656118393,0.0956338569521904","0.15702518820762634,0.821901798248291,0.02499992586672306"
353,/images/episode_1/run_1/step_53.jpg,"-0.15735626220703125,0.3534269332885742,0.16697406768798828,0.0847625732421875,0.46526432037353516,-0.08007049560546875,-0.4828643798828125","0.3692626953125,0.2072826623916626,-0.4142458438873291,-2.007924795150757,0.8164193630218506,0.5300257205963135,-1.1978380680084229","0.06668585538864136,0.9621936678886414,0.2561635375022888","0.03198876976966858,-0.06886005401611328,-0.11363387107849121,0.030107414349913597,0.009988803416490555,0.09374681860208511","0.1570253074169159,0.821901798248291,0.02499992586672306"
354,/images/episode_1/run_1/step_54.jpg,"-0.1615762710571289,0.34951210021972656,0.17743587493896484,0.08545398712158203,0.45608997344970703,-0.08319854736328125,-0.47440052032470703","0.36118388175964355,0.22475826740264893,-0.40537405014038086,-2.0036520957946777,0.8392238616943359,0.5258657932281494,-1.2215580940246582","0.06829512119293213,0.9588075876235962,0.2504410743713379","0.03218531608581543,-0.06772160530090332,-0.11444926261901855,0.02790580503642559,0.008539990521967411,0.09200374782085419","0.15702542662620544,0.821901798248291,0.02499992586672306"
355,/images/episode_1/run_1/step_55.jpg,"-0.16497135162353516,0.3457450866699219,0.18684864044189453,0.08604049682617188,0.447845458984375,-0.0867319107055664,-0.46706199645996094","0.3529353141784668,0.24204552173614502,-0.39603161811828613,-1.9993500709533691,0.8616161346435547,0.5215291976928711,-1.2449111938476562","0.06991639733314514,0.9554775953292847,0.24467934668064117","0.032425522804260254,-0.06659984588623047,-0.11523455381393433,0.026215124875307083,0.007799552287906408,0.08998577296733856","0.157025545835495,0.821901798248291,0.02499992586672306"
356,/images/episode_1/run_1/step_56.jpg,"-0.16776561737060547,0.34214019775390625,0.19543170928955078,0.08649826049804688,0.4407215118408203,-0.0905609130859375,-0.4610300064086914","0.3445470333099365,0.25915253162384033,-0.3862600326538086,-1.9950251579284668,0.8836522102355957,0.5170011520385742,-1.2679626941680908","0.07154762744903564,0.9522035717964172,0.23887839913368225","0.03262460231781006,-0.06548047065734863,-0.11601895093917847,0.024181092157959938,0.006475146859884262,0.08821193873882294","0.15702566504478455,0.821901798248291,0.02499992586672306"
357,/images/episode_1/run_1/step_57.jpg,"-0.170135498046875,0.33867835998535156,0.20334243774414062,0.08682727813720703,0.4347801208496094,-0.09471416473388672,-0.4563426971435547","0.3360402584075928,0.2760864496231079,-0.37609291076660156,-1.9906837940216064,0.9053912162780762,0.5122654438018799,-1.2907798290252686","0.07318693399429321,0.9489843845367432,0.23303881287574768","0.03278613090515137,-0.06438374519348145,-0.1167917251586914,0.021951783448457718,0.005281243473291397,0.0862722396850586","0.1570257842540741,0.821901798248291,0.02499992586672306"
358,/images/episode_1/run_1/step_58.jpg,"-0.17224788665771484,0.33537864685058594,0.2107858657836914,0.0870513916015625,0.43015480041503906,-0.0991201400756836,-0.45313358306884766","0.32742786407470703,0.2928553819656372,-0.365553617477417,-1.9863312244415283,0.9268989562988281,0.5073094367980957,-1.313436508178711","0.0748361349105835,0.9458224773406982,0.2271617203950882","0.032984018325805664,-0.06323814392089844,-0.1175418496131897,0.019510751590132713,0.0038034277968108654,0.08441180735826492","0.15702590346336365,0.821901798248291,0.02499992586672306"
359,/images/episode_1/run_1/step_59.jpg,"-0.17420291900634766,0.33226966857910156,0.21787166595458984,0.08710861206054688,0.42685508728027344,-0.10373592376708984,-0.4513978958129883","0.31871771812438965,0.3094688653945923,-0.3546600341796875,-1.981975793838501,0.9482417106628418,0.5021226406097412,-1.3360064029693604","0.07649463415145874,0.9427152872085571,0.22124941647052765","0.03316998481750488,-0.062143802642822266,-0.11824607849121094,0.01757221668958664,0.0022411441896110773,0.0827738493680954","0.1570260226726532,0.821901798248291,0.02499992586672306"
360,/images/episode_1/run_1/step_60.jpg,"-0.17615795135498047,0.32930850982666016,0.2247142791748047,0.08702278137207031,0.42507171630859375,-0.10858535766601562,-0.4513263702392578","0.3099098205566406,0.3259342908859253,-0.34342432022094727,-1.9776246547698975,0.9694952964782715,0.49669337272644043,-1.3585727214813232","0.07816274464130402,0.9396693110466003,0.21529780328273773","0.03336220979690552,-0.06091952323913574,-0.11903226375579834,0.013793575577437878,0.0003755334473680705,0.08044205605983734","0.15702614188194275,0.821901798248291,0.02499992586672306"
361,/images/episode_1/run_1/step_61.jpg,"-0.17818450927734375,0.3265237808227539,0.23145675659179688,0.0868082046508789,0.42473793029785156,-0.11365413665771484,-0.4529094696044922","0.30100059509277344,0.342260479927063,-0.3318514823913574,-1.9732842445373535,0.9907321929931641,0.4910106658935547,-1.3812181949615479","0.07984104007482529,0.9366800785064697,0.2093104124069214","0.033565908670425415,-0.059784650802612305,-0.1197478175163269,0.011299489066004753,-0.0010230594780296087,0.07826928794384003","0.1570262610912323,0.821901798248291,0.02499992586672306"
362,/images/episode_1/run_1/step_62.jpg,"-0.18045425415039062,0.3239154815673828,0.2383279800415039,0.08642196655273438,0.42613983154296875,-0.11897563934326172,-0.4563713073730469","0.2919778823852539,0.35845625400543213,-0.3199350833892822,-1.9689631462097168,1.0120391845703125,0.4850618839263916,-1.4040367603302002","0.08152516186237335,0.9337465763092041,0.20328761637210846","0.033682435750961304,-0.0586700439453125,-0.12045592069625854,0.008152862079441547,-0.0028854564297944307,0.07608090341091156","0.15702638030052185,0.821901798248291,0.02499992586672306"
363,/images/episode_1/run_1/step_63.jpg,"-0.18307209014892578,0.3214550018310547,0.24533748626708984,0.08584976196289062,0.4293394088745117,-0.12444019317626953,-0.46189308166503906","0.2828242778778076,0.37452900409698486,-0.30766820907592773,-1.9646706581115723,1.033506155014038,0.4788398742675781,-1.4271314144134521","0.08321890234947205,0.9308712482452393,0.19723094999790192","0.03387480974197388,-0.057506561279296875,-0.12113332748413086,0.004768650513142347,-0.0046788351610302925,0.07364989817142487","0.1570264995098114,0.821901798248291,0.02499992586672306"
364,/images/episode_1/run_1/step_64.jpg,"-0.1861095428466797,0.3191709518432617,0.2527141571044922,0.08511066436767578,0.43451786041259766,-0.13015270233154297,-0.4696178436279297","0.27351880073547363,0.39048755168914795,-0.2950325012207031,-1.9604151248931885,1.055232048034668,0.472332239151001,-1.4506123065948486","0.08492079377174377,0.9280558228492737,0.19113849103450775","0.03403782844543457,-0.05630850791931152,-0.1218491792678833,0.0007574883056804538,-0.0069834329187870026,0.07119164615869522","0.15702661871910095,0.821901798248291,0.02499992586672306"
365,/images/episode_1/run_1/step_65.jpg,"-0.18965721130371094,0.31707763671875,0.2605247497558594,0.08416175842285156,0.4418325424194336,-0.1360607147216797,-0.47974109649658203","0.2640359401702881,0.40634143352508545,-0.28200626373291016,-1.956207036972046,1.0773236751556396,0.465529203414917,-1.4745993614196777","0.08662974089384079,0.925297737121582,0.1850133240222931","0.03417894244194031,-0.05516171455383301,-0.12250334024429321,-0.0028385883197188377,-0.00956012960523367,0.06894763559103012","0.1570267379283905,0.821901798248291,0.02499992586672306"
366,/images/episode_1/run_1/step_66.jpg,"-0.19380569458007812,0.3151369094848633,0.2688789367675781,0.08299827575683594,0.45158863067626953,-0.1422405242919922,-0.4925251007080078","0.2543456554412842,0.4220982789993286,-0.26856231689453125,-1.952057123184204,1.0999031066894531,0.4584171772003174,-1.4992256164550781","0.08834516257047653,0.9225969314575195,0.17885524034500122","0.034308433532714844,-0.05401611328125,-0.1231616735458374,-0.007215623743832111,-0.01196655910462141,0.06616678833961487","0.15702685713768005,0.821901798248291,0.02499992586672306"
367,/images/episode_1/run_1/step_67.jpg,"-0.19865989685058594,0.31337738037109375,0.27794361114501953,0.08158206939697266,0.4640483856201172,-0.14863967895507812,-0.508418083190918","0.24441266059875488,0.4377671480178833,-0.2546651363372803,-1.9479780197143555,1.123105525970459,0.4509851932525635,-1.524646520614624","0.09006962180137634,0.9199564456939697,0.17266632616519928","0.034489184617996216,-0.052809715270996094,-0.12377828359603882,-0.01191020105034113,-0.014692947268486023,0.06333693116903305","0.1570269763469696,0.821901798248291,0.02499992586672306"
